,path,label,pca_Features
9185,s3://p8marionflore/Test/Cherry Wax Black/r_273_100.jpg,Cherry Wax Black,"[13.04651383366201,11.92232602270857]"
9186,s3://p8marionflore/Test/Banana Red/97_100.jpg,Banana Red,"[2.7727968020511873,8.025118753511668]"
9187,s3://p8marionflore/Test/Chestnut/153_100.jpg,Chestnut,"[4.575188719472097,12.065472831149524]"
9188,s3://p8marionflore/Test/Grape White 2/305_100.jpg,Grape White 2,"[10.606794808811244,-4.484266713909731]"
9189,s3://p8marionflore/Test/Cherry Wax Black/r_99_100.jpg,Cherry Wax Black,"[13.146156794597488,13.63388296288158]"
9190,s3://p8marionflore/Test/Grape White 2/302_100.jpg,Grape White 2,"[10.424842596776788,-3.8229746635469177]"
9191,s3://p8marionflore/Test/Grape White 2/278_100.jpg,Grape White 2,"[10.345056580375003,-3.868818259924977]"
9192,s3://p8marionflore/Test/Grape White 2/276_100.jpg,Grape White 2,"[10.611229775171239,-3.855367482949334]"
9193,s3://p8marionflore/Test/Eggplant/114_100.jpg,Eggplant,"[0.4969282926992198,5.772966600048022]"
9194,s3://p8marionflore/Test/Banana/321_100.jpg,Banana,"[-0.09032697896348918,0.5139996734808535]"
9195,s3://p8marionflore/Test/Banana Lady Finger/53_100.jpg,Banana Lady Finger,"[-1.6906586594654391,2.250142641006563]"
9196,s3://p8marionflore/Test/Hazelnut/171_100.jpg,Hazelnut,"[4.682639178960426,6.102187271775442]"
9197,s3://p8marionflore/Test/Corn Husk/0_100.jpg,Corn Husk,"[-3.2324867460159954,5.219254847155101]"
9198,s3://p8marionflore/Test/Corn Husk/228_100.jpg,Corn Husk,"[-4.000230623693998,6.628174151214534]"
9199,s3://p8marionflore/Test/Banana/309_100.jpg,Banana,"[-1.31219310033458,-1.321665716566437]"
9200,s3://p8marionflore/Test/Hazelnut/54_100.jpg,Hazelnut,"[3.4839242046994734,6.3853693565086616]"
9201,s3://p8marionflore/Test/Hazelnut/r_26_100.jpg,Hazelnut,"[2.6882461071206913,9.36303522306556]"
9202,s3://p8marionflore/Test/Banana Lady Finger/r_45_100.jpg,Banana Lady Finger,"[-2.9602804355719736,0.04543145197758174]"
9203,s3://p8marionflore/Test/Banana Red/r_128_100.jpg,Banana Red,"[-2.139684207319086,5.577822024717479]"
9204,s3://p8marionflore/Test/Banana/r_45_100.jpg,Banana,"[-2.800986821409596,1.152989333494164]"
9205,s3://p8marionflore/Test/Pear Monster/r_238_100.jpg,Pear Monster,"[-1.4471407575873492,-5.376192775423795]"
9206,s3://p8marionflore/Test/Mulberry/r_215_100.jpg,Mulberry,"[-3.27114696758659,7.6816850117480735]"
9207,s3://p8marionflore/Test/Pear Abate/243_100.jpg,Pear Abate,"[-5.488784352337137,3.1471047392093907]"
9208,s3://p8marionflore/Test/Corn/162_100.jpg,Corn,"[-1.2409477960759079,-0.5791336379474605]"
9209,s3://p8marionflore/Test/Corn/175_100.jpg,Corn,"[-1.1126027312206224,-0.7909785499154042]"
9210,s3://p8marionflore/Test/Cherry 2/73_100.jpg,Cherry 2,"[15.46958106073641,2.16961515700598]"
9211,s3://p8marionflore/Test/Physalis with Husk/r_143_100.jpg,Physalis with Husk,"[-6.0947944908095915,4.426860004609208]"
9212,s3://p8marionflore/Test/Dates/119_100.jpg,Dates,"[-3.9586108830265543,9.596246302696166]"
9213,s3://p8marionflore/Test/Peach 2/r_24_100.jpg,Peach 2,"[4.057239115377388,-3.540797085686422]"
9214,s3://p8marionflore/Test/Cucumber Ripe 2/165_100.jpg,Cucumber Ripe 2,"[-0.948497091623162,-3.601860043936549]"
9215,s3://p8marionflore/Test/Corn/100_100.jpg,Corn,"[-1.6018463583962903,-0.26930029400661726]"
9216,s3://p8marionflore/Test/Tomato Cherry Red/241_100.jpg,Tomato Cherry Red,"[18.027242214441458,3.5634673851317245]"
9217,s3://p8marionflore/Test/Tamarillo/r_197_100.jpg,Tamarillo,"[15.057821842299132,5.379344303146688]"
9218,s3://p8marionflore/Test/Avocado ripe/135_100.jpg,Avocado ripe,"[-1.843202014196058,10.115619843445755]"
9219,s3://p8marionflore/Test/Avocado ripe/121_100.jpg,Avocado ripe,"[-0.16575645165340433,10.407204834637112]"
9220,s3://p8marionflore/Test/Plum 3/r2_114_100.jpg,Plum 3,"[4.6025344655149745,11.509677594480005]"
9221,s3://p8marionflore/Test/Kaki/r_192_100.jpg,Kaki,"[9.870594421550887,3.704231599299343]"
9222,s3://p8marionflore/Test/Physalis with Husk/r_133_100.jpg,Physalis with Husk,"[-5.818332639669268,3.747822004527817]"
9223,s3://p8marionflore/Test/Dates/105_100.jpg,Dates,"[-4.3395475084304795,10.600968025966282]"
9224,s3://p8marionflore/Test/Avocado ripe/117_100.jpg,Avocado ripe,"[-1.0503702814144558,11.081236698231026]"
9225,s3://p8marionflore/Test/Plum 3/r2_95_100.jpg,Plum 3,"[2.8234369617081656,8.847645091468982]"
9226,s3://p8marionflore/Test/Plum 3/r2_22_100.jpg,Plum 3,"[8.37922439604803,11.62995571462298]"
9227,s3://p8marionflore/Test/Granadilla/114_100.jpg,Granadilla,"[4.54087110599597,-3.399773148001451]"
9228,s3://p8marionflore/Test/Mulberry/r_197_100.jpg,Mulberry,"[-3.3220313726322024,8.603938971270273]"
9229,s3://p8marionflore/Test/Plum 3/r2_249_100.jpg,Plum 3,"[5.929316755471149,12.782918831092834]"
9230,s3://p8marionflore/Test/Cherry 1/r_97_100.jpg,Cherry 1,"[11.32707143869129,11.307630391674389]"
9231,s3://p8marionflore/Test/Tamarillo/r_192_100.jpg,Tamarillo,"[14.466123488783872,5.069967284496881]"
9232,s3://p8marionflore/Test/Tomato Cherry Red/r_302_100.jpg,Tomato Cherry Red,"[18.048487704957164,2.4391190814735935]"
9233,s3://p8marionflore/Test/Tomato Cherry Red/r_165_100.jpg,Tomato Cherry Red,"[16.45130642862449,3.138976990833663]"
9234,s3://p8marionflore/Test/Tomato Cherry Red/r_173_100.jpg,Tomato Cherry Red,"[17.228185302312593,2.610157636541857]"
9235,s3://p8marionflore/Test/Chestnut/r2_94_100.jpg,Chestnut,"[5.955803041725714,9.35702162200303]"
9236,s3://p8marionflore/Test/Blueberry/53_100.jpg,Blueberry,"[6.3391581158986225,14.291649165280784]"
9237,s3://p8marionflore/Test/Plum 3/r3_30_100.jpg,Plum 3,"[5.519853177345672,13.532417790495542]"
9238,s3://p8marionflore/Test/Pear Williams/r_134_100.jpg,Pear Williams,"[-2.7329179282626592,-2.7412634553506288]"
9239,s3://p8marionflore/Test/Plum 3/r3_37_100.jpg,Plum 3,"[4.898171454043787,12.605776898761603]"
9240,s3://p8marionflore/Test/Granadilla/r_279_100.jpg,Granadilla,"[4.574569470839733,-2.053186368855755]"
9241,s3://p8marionflore/Test/Physalis/r_185_100.jpg,Physalis,"[8.113065952957278,-4.036640373197591]"
9242,s3://p8marionflore/Test/Mulberry/r_205_100.jpg,Mulberry,"[-3.6524691436541414,8.723675910189778]"
9243,s3://p8marionflore/Test/Plum 3/187_100.jpg,Plum 3,"[3.228070334359455,10.574937736032036]"
9244,s3://p8marionflore/Test/Plum 3/r3_298_100.jpg,Plum 3,"[4.107045855931541,12.7801369485242]"
9245,s3://p8marionflore/Test/Granadilla/r_295_100.jpg,Granadilla,"[6.194397874291997,-2.1062064159409815]"
9246,s3://p8marionflore/Test/Granadilla/r_18_100.jpg,Granadilla,"[5.148174023841876,-1.6107913282506952]"
9247,s3://p8marionflore/Test/Grape White 3/r_130_100.jpg,Grape White 3,"[5.578255501902844,-0.5904296748416858]"
9248,s3://p8marionflore/Test/Pear Williams/r_234_100.jpg,Pear Williams,"[-0.9389418899918162,-2.076850780983935]"
9249,s3://p8marionflore/Test/Grape White 3/288_100.jpg,Grape White 3,"[0.5253149448562425,1.699503340631944]"
9250,s3://p8marionflore/Test/Plum 3/156_100.jpg,Plum 3,"[4.8983487687712675,11.239446962519448]"
9251,s3://p8marionflore/Test/Physalis/r_159_100.jpg,Physalis,"[7.399023656670482,-4.075149154155512]"
9252,s3://p8marionflore/Test/Nut Pecan/56_100.jpg,Nut Pecan,"[-1.4449325932557555,9.485324029141964]"
9253,s3://p8marionflore/Test/Grape White 3/16_100.jpg,Grape White 3,"[0.948554723612363,-0.37933775361019817]"
9254,s3://p8marionflore/Test/Salak/131_100.jpg,Salak,"[-0.6150051420121858,6.101417488060122]"
9255,s3://p8marionflore/Test/Cactus fruit/r_319_100.jpg,Cactus fruit,"[-2.5163546552758427,2.712821700990382]"
9256,s3://p8marionflore/Test/Kaki/r_180_100.jpg,Kaki,"[11.339087323740145,2.1169517034780294]"
9257,s3://p8marionflore/Test/Cherry Wax Red/63_100.jpg,Cherry Wax Red,"[17.40343421417196,7.738969397005181]"
9258,s3://p8marionflore/Test/Tamarillo/319_100.jpg,Tamarillo,"[13.775652553192502,2.417183934518944]"
9259,s3://p8marionflore/Test/Cherry 1/r_44_100.jpg,Cherry 1,"[9.54459605682303,13.242513390254361]"
9260,s3://p8marionflore/Test/Pepino/r_258_100.jpg,Pepino,"[2.8981653621906927,-0.6887990447803999]"
9261,s3://p8marionflore/Test/Chestnut/r_199_100.jpg,Chestnut,"[3.782608108997788,9.783350562021987]"
9262,s3://p8marionflore/Test/Plum 3/r3_21_100.jpg,Plum 3,"[6.121832954391234,13.880160115582006]"
9263,s3://p8marionflore/Test/Salak/141_100.jpg,Salak,"[-1.1236330426903236,6.068705511185111]"
9264,s3://p8marionflore/Test/Tamarillo/302_100.jpg,Tamarillo,"[13.738922570301744,3.285313875020925]"
9265,s3://p8marionflore/Test/Corn Husk/r_274_100.jpg,Corn Husk,"[-2.716843052813463,6.052057050763687]"
9266,s3://p8marionflore/Test/Plum 3/r_179_100.jpg,Plum 3,"[8.06358649775707,9.844980276374526]"
9267,s3://p8marionflore/Test/Grape White 4/r_62_100.jpg,Grape White 4,"[4.428137218031416,2.7978767052692306]"
9268,s3://p8marionflore/Test/Plum 3/r_199_100.jpg,Plum 3,"[9.185533034411856,11.270183472351244]"
9269,s3://p8marionflore/Test/Pepino/r_264_100.jpg,Pepino,"[2.0313253600304724,-0.14917894848934837]"
9270,s3://p8marionflore/Test/Salak/136_100.jpg,Salak,"[-0.3059425296539352,6.137568691474808]"
9271,s3://p8marionflore/Test/Cactus fruit/185_100.jpg,Cactus fruit,"[-0.956768824428341,-2.4265218040589387]"
9272,s3://p8marionflore/Test/Cherry Wax Red/211_100.jpg,Cherry Wax Red,"[17.449522040019115,8.40821615393958]"
9273,s3://p8marionflore/Test/Grape Blue/r_207_100.jpg,Grape Blue,"[8.251598186827104,12.490282023054775]"
9274,s3://p8marionflore/Test/Cherry Wax Yellow/113_100.jpg,Cherry Wax Yellow,"[12.896122581424416,-3.854013171499639]"
9275,s3://p8marionflore/Test/Cactus fruit/207_100.jpg,Cactus fruit,"[-1.4278434467284198,-1.4785387841047126]"
9276,s3://p8marionflore/Test/Chestnut/r_0_100.jpg,Chestnut,"[2.9330936239941,8.8015184288626]"
9277,s3://p8marionflore/Test/Redcurrant/r_243_100.jpg,Redcurrant,"[15.459765906900993,7.471777739324448]"
9278,s3://p8marionflore/Test/Pear Abate/r_78_100.jpg,Pear Abate,"[-4.788193133019212,5.096668882787287]"
9279,s3://p8marionflore/Test/Salak/159_100.jpg,Salak,"[-0.9420192481310857,5.571505165562256]"
9280,s3://p8marionflore/Test/Cherry Wax Red/r_196_100.jpg,Cherry Wax Red,"[18.327127921385937,6.903478605543067]"
9281,s3://p8marionflore/Test/Tomato 2/r2_176_100.jpg,Tomato 2,"[6.548806663040863,7.527320128830267]"
9282,s3://p8marionflore/Test/Chestnut/r_98_100.jpg,Chestnut,"[4.597480430868008,7.669565967455492]"
9283,s3://p8marionflore/Test/Redcurrant/53_100.jpg,Redcurrant,"[13.83550438577276,5.312438862516608]"
9284,s3://p8marionflore/Test/Grape White/r_153_100.jpg,Grape White,"[6.031509642577657,-1.8218776661159934]"
9285,s3://p8marionflore/Test/Redcurrant/61_100.jpg,Redcurrant,"[14.511361739224313,5.53176802662975]"
9286,s3://p8marionflore/Test/Cactus fruit/r_293_100.jpg,Cactus fruit,"[-1.9811119200463967,3.510871209012523]"
9287,s3://p8marionflore/Test/Redcurrant/58_100.jpg,Redcurrant,"[14.666928665126024,5.201878641108233]"
9288,s3://p8marionflore/Test/Grape White/251_100.jpg,Grape White,"[8.104330296672343,-4.963074427272147]"
9289,s3://p8marionflore/Test/Grape Blue/20_100.jpg,Grape Blue,"[9.247372011710087,12.861612626915559]"
9290,s3://p8marionflore/Test/Grape Blue/53_100.jpg,Grape Blue,"[9.286552888268904,13.109598332069652]"
9291,s3://p8marionflore/Test/Pepino/81_100.jpg,Pepino,"[1.8616076764898033,-3.5542948753967556]"
9292,s3://p8marionflore/Test/Peach Flat/67_100.jpg,Peach Flat,"[-1.4920609691089988,1.688727575415386]"
9293,s3://p8marionflore/Test/Grape White/275_100.jpg,Grape White,"[6.60501902186605,-4.777295037371452]"
9294,s3://p8marionflore/Test/Grape Blue/170_100.jpg,Grape Blue,"[8.690908563074837,12.68466660976302]"
9295,s3://p8marionflore/Test/Banana Red/167_100.jpg,Banana Red,"[-0.7415659061642819,3.696314562567642]"
9296,s3://p8marionflore/Test/Peach Flat/51_100.jpg,Peach Flat,"[-0.20946463522368172,0.2997308121961009]"
9297,s3://p8marionflore/Test/Grape Blue/533_100.jpg,Grape Blue,"[8.408161087871925,10.976227158797585]"
9298,s3://p8marionflore/Test/Cherry Wax Yellow/r_293_100.jpg,Cherry Wax Yellow,"[12.942516889814414,-2.1472029873506817]"
9299,s3://p8marionflore/Test/Grape Blue/r_568_100.jpg,Grape Blue,"[8.938117293377433,12.108005388263999]"
9300,s3://p8marionflore/Test/Grape Blue/559_100.jpg,Grape Blue,"[7.608891380433523,10.544702791488154]"
9301,s3://p8marionflore/Test/Pepino/89_100.jpg,Pepino,"[1.063333176943996,-3.12724023446087]"
9302,s3://p8marionflore/Test/Tomato 2/r2_316_100.jpg,Tomato 2,"[7.525530887786942,9.34425063476807]"
9303,s3://p8marionflore/Test/Grape Blue/r_471_100.jpg,Grape Blue,"[9.250808140605209,11.985092183444742]"
9304,s3://p8marionflore/Test/Tomato 2/r_39_100.jpg,Tomato 2,"[5.108634284693678,7.5002836372545145]"
9305,s3://p8marionflore/Test/Grape Blue/569_100.jpg,Grape Blue,"[7.981450931317064,11.558099405312378]"
9306,s3://p8marionflore/Test/Cherry Wax Black/r_199_100.jpg,Cherry Wax Black,"[11.23592505912774,12.338758022099729]"
9307,s3://p8marionflore/Test/Cherry Wax Black/r_202_100.jpg,Cherry Wax Black,"[12.828987687574159,12.894358287927734]"
9308,s3://p8marionflore/Test/Chestnut/180_100.jpg,Chestnut,"[4.574305884318077,11.10347757757573]"
9309,s3://p8marionflore/Test/Grape White 2/324_100.jpg,Grape White 2,"[9.903719106595718,-4.445716719385638]"
9310,s3://p8marionflore/Test/Grape White 2/r_36_100.jpg,Grape White 2,"[9.785996860843916,-4.36393086682371]"
9311,s3://p8marionflore/Test/Eggplant/124_100.jpg,Eggplant,"[0.9541602310226142,5.218304698765131]"
9312,s3://p8marionflore/Test/Eggplant/148_100.jpg,Eggplant,"[0.009404269159026167,5.9785128078018035]"
9313,s3://p8marionflore/Test/Banana Lady Finger/r2_153_100.jpg,Banana Lady Finger,"[0.216484859834504,-0.1276389303118067]"
9314,s3://p8marionflore/Test/Banana/295_100.jpg,Banana,"[-1.283199824241703,-0.9143639497257351]"
9315,s3://p8marionflore/Test/Banana Lady Finger/151_100.jpg,Banana Lady Finger,"[-2.4736976041091,0.16500230538654287]"
9316,s3://p8marionflore/Test/Corn Husk/196_100.jpg,Corn Husk,"[-4.677906422699094,5.017062023961951]"
9317,s3://p8marionflore/Test/Banana/19_100.jpg,Banana,"[-1.0603642208258537,-1.4495337026105346]"
9318,s3://p8marionflore/Test/Banana/311_100.jpg,Banana,"[-1.20870465368774,-0.6442177084753978]"
9319,s3://p8marionflore/Test/Banana Red/r_106_100.jpg,Banana Red,"[-1.525225741692333,7.376957466041298]"
9320,s3://p8marionflore/Test/Hazelnut/r_156_100.jpg,Hazelnut,"[2.5240766226376605,7.029294676046118]"
9321,s3://p8marionflore/Test/Hazelnut/r_7_100.jpg,Hazelnut,"[4.152289000815357,7.960394174657256]"
9322,s3://p8marionflore/Test/Banana Lady Finger/r_124_100.jpg,Banana Lady Finger,"[-1.4647450519364287,0.8596982477540276]"
9323,s3://p8marionflore/Test/Banana Lady Finger/r_51_100.jpg,Banana Lady Finger,"[-2.958070294834707,-0.4568832031661868]"
9324,s3://p8marionflore/Test/Banana/r_63_100.jpg,Banana,"[-3.0178964142058784,1.537022912193724]"
9325,s3://p8marionflore/Test/Banana/r_320_100.jpg,Banana,"[-2.708639162057897,2.181389640480014]"
9326,s3://p8marionflore/Test/Banana/r_229_100.jpg,Banana,"[-3.0439876225459757,2.3946281388919655]"
9327,s3://p8marionflore/Test/Pineapple Mini/67_100.jpg,Pineapple Mini,"[-6.27412822410412,2.8197702201284183]"
9328,s3://p8marionflore/Test/Watermelon/284_100.jpg,Watermelon,"[-3.100582179705435,3.1942680775679193]"
9329,s3://p8marionflore/Test/Pineapple Mini/136_100.jpg,Pineapple Mini,"[-6.137345524694308,3.9194296397665207]"
9330,s3://p8marionflore/Test/Watermelon/133_100.jpg,Watermelon,"[-2.135982850425405,3.625897998686056]"
9331,s3://p8marionflore/Test/Raspberry/215_100.jpg,Raspberry,"[-2.25209227185477,3.8469538887300585]"
9332,s3://p8marionflore/Test/Cauliflower/r_309_100.jpg,Cauliflower,"[-4.944132349410951,3.3809604985172603]"
9333,s3://p8marionflore/Test/Pineapple/309_100.jpg,Pineapple,"[-5.331676544080201,4.7546261626339525]"
9334,s3://p8marionflore/Test/Raspberry/95_100.jpg,Raspberry,"[-0.7432034066503127,3.8497446265010513]"
9335,s3://p8marionflore/Test/Raspberry/98_100.jpg,Raspberry,"[0.13165262195559138,5.667597790513373]"
9336,s3://p8marionflore/Test/Pineapple Mini/r_16_100.jpg,Pineapple Mini,"[-7.538454505852791,6.68694534957337]"
9337,s3://p8marionflore/Test/Pineapple Mini/r_239_100.jpg,Pineapple Mini,"[-4.929992572020846,4.747825380478005]"
9338,s3://p8marionflore/Test/Cauliflower/14_100.jpg,Cauliflower,"[-3.8410746226690016,2.239904377123838]"
9339,s3://p8marionflore/Test/Pineapple Mini/r_228_100.jpg,Pineapple Mini,"[-5.501428075309848,4.604587483908458]"
9340,s3://p8marionflore/Test/Cucumber Ripe/r_205_100.jpg,Cucumber Ripe,"[-1.170835016046608,8.239253350738116]"
9341,s3://p8marionflore/Test/Onion White/r2_10_100.jpg,Onion White,"[0.5263366127875428,3.0922261716487713]"
9342,s3://p8marionflore/Test/Rambutan/295_100.jpg,Rambutan,"[-3.8065058896131263,6.780570403250335]"
9343,s3://p8marionflore/Test/Lychee/66_100.jpg,Lychee,"[-4.139755211331691,1.8115182448780796]"
9344,s3://p8marionflore/Test/Pear Red/r2_97_100.jpg,Pear Red,"[3.327913040720427,-2.513980034808469]"
9345,s3://p8marionflore/Test/Pineapple/r_141_100.jpg,Pineapple,"[-4.104174769648261,3.25191983859907]"
9346,s3://p8marionflore/Test/Apple Golden 1/63_100.jpg,Apple Golden 1,"[-3.075896684863267,-1.946531509802443]"
9347,s3://p8marionflore/Test/Raspberry/r_30_100.jpg,Raspberry,"[1.3251957168182653,5.247022475594956]"
9348,s3://p8marionflore/Test/Pineapple/r_155_100.jpg,Pineapple,"[-5.155423177464829,4.54904046007535]"
9349,s3://p8marionflore/Test/Pear Red/r2_138_100.jpg,Pear Red,"[3.702508568301281,-1.3859520707149446]"
9350,s3://p8marionflore/Test/Onion White/r2_19_100.jpg,Onion White,"[0.7459587804229663,2.3774584594661325]"
9351,s3://p8marionflore/Test/Mandarine/r_117_100.jpg,Mandarine,"[2.479070998425367,-3.7042064898017877]"
9352,s3://p8marionflore/Test/Onion White/r2_178_100.jpg,Onion White,"[-0.04830720940398715,1.337838848453169]"
9353,s3://p8marionflore/Test/Beetroot/r2_77_100.jpg,Beetroot,"[0.005021384876504598,5.762148759072049]"
9354,s3://p8marionflore/Test/Pear Forelle/221_100.jpg,Pear Forelle,"[0.6650000966255342,1.3639558493277333]"
9355,s3://p8marionflore/Test/Nectarine/r_43_100.jpg,Nectarine,"[9.429276945438142,2.297863755287415]"
9356,s3://p8marionflore/Test/Cantaloupe 1/r_116_100.jpg,Cantaloupe 1,"[0.852279982584078,-4.135914982391142]"
9357,s3://p8marionflore/Test/Lychee/r_42_100.jpg,Lychee,"[-2.317038707453205,3.6765078782026195]"
9358,s3://p8marionflore/Test/Nectarine/74_100.jpg,Nectarine,"[5.349643351903745,-0.22180847588825237]"
9359,s3://p8marionflore/Test/Pineapple/r_198_100.jpg,Pineapple,"[-4.540900348995387,5.483375013980881]"
9360,s3://p8marionflore/Test/Lychee/r_317_100.jpg,Lychee,"[-3.2360651859486116,4.022963623079426]"
9361,s3://p8marionflore/Test/Pepper Orange/r_78_100.jpg,Pepper Orange,"[1.4850657191219743,1.1045343045821134]"
9362,s3://p8marionflore/Test/Cantaloupe 1/r_57_100.jpg,Cantaloupe 1,"[0.6536017179339138,-3.691808608215082]"
9363,s3://p8marionflore/Test/Pear Forelle/227_100.jpg,Pear Forelle,"[0.39497236540911906,2.3776822426089907]"
9364,s3://p8marionflore/Test/Pear Forelle/67_100.jpg,Pear Forelle,"[-0.19555284579985094,0.46833116871707686]"
9365,s3://p8marionflore/Test/Cantaloupe 2/184_100.jpg,Cantaloupe 2,"[-2.843468943633939,0.22435402987516]"
9366,s3://p8marionflore/Test/Cantaloupe 2/r_198_100.jpg,Cantaloupe 2,"[-3.3778385025055897,2.146963360829663]"
9367,s3://p8marionflore/Test/Pear Forelle/r2_186_100.jpg,Pear Forelle,"[-1.0230859829664514,-2.873797563793909]"
9368,s3://p8marionflore/Test/Pear Forelle/r2_18_100.jpg,Pear Forelle,"[2.367119484063645,-0.20414893050990118]"
9369,s3://p8marionflore/Test/Pomegranate/73_100.jpg,Pomegranate,"[6.784895891809865,1.989073143979186]"
9370,s3://p8marionflore/Test/Pepper Yellow/r2_159_100.jpg,Pepper Yellow,"[3.1214895345078952,1.1454142331308383]"
9371,s3://p8marionflore/Test/Pear Forelle/r2_125_100.jpg,Pear Forelle,"[3.732345235631919,-1.4053393089999024]"
9372,s3://p8marionflore/Test/Limes/r_193_100.jpg,Limes,"[-2.5460940072402383,-4.469012079138493]"
9373,s3://p8marionflore/Test/Limes/r_194_100.jpg,Limes,"[-1.9650577142293815,-4.870828793782166]"
9374,s3://p8marionflore/Test/Apple Crimson Snow/r_50_100.jpg,Apple Crimson Snow,"[3.493569831728973,-2.0389200876365687]"
9375,s3://p8marionflore/Test/Orange/r_71_100.jpg,Orange,"[3.327713179422634,-4.302341872683427]"
9376,s3://p8marionflore/Test/Beetroot/r2_98_100.jpg,Beetroot,"[1.0075205666026916,5.2603933895856665]"
9377,s3://p8marionflore/Test/Pineapple/r_106_100.jpg,Pineapple,"[-2.9674095160586846,2.862565297093946]"
9378,s3://p8marionflore/Test/Orange/r_5_100.jpg,Orange,"[3.6952759892539038,-2.895137549115104]"
9379,s3://p8marionflore/Test/Apple Crimson Snow/r_59_100.jpg,Apple Crimson Snow,"[2.7174569576852727,-1.998044201030247]"
9380,s3://p8marionflore/Test/Limes/r_215_100.jpg,Limes,"[-2.141076791788792,-3.0459434921623787]"
